Date,Portfolio_CumReturn,SP500_CumReturn,NASDAQ_CumReturn,Vol_Daily,Vol_Weekly,Vol_Monthly,Drawdown_Current,Drawdown_Max,Return_Port_Daily,Return_Port_Weekly,Return_Port_Monthly,Return_SP_Weekly,Return_SP_Monthly,Return_NASDAQ_Weekly,Return_NASDAQ_Monthly,Sharpe_Monthly_Rolling
2022-02-20,80.59,90.67,85.57,,50.48,60.77,-18.83,-26.01,-4.21,-13.78,1.35,-2.73,-1.87,-4.18,-1.62,0.549
2022-02-21,77.75,90.67,85.57,,48.72,61.84,-21.69,-26.01,-3.53,-15.66,-3.66,-2.82,-3.69,-4.08,-4.86,-0.434
2022-02-22,80.29,89.75,84.52,,47.91,62.89,-19.13,-26.01,3.27,-5.56,-1.18,-1.72,-5.32,-2.44,-6.72,0.067
2022-02-23,78.21,88.09,82.34,,49.1,61.38,-21.22,-26.01,-2.58,-6.83,0.93,-2.84,-7.93,-3.77,-9.57,0.467
2022-02-24,80.38,89.41,85.1,,57.02,62.06,-19.04,-26.01,2.78,-4.46,3.17,-1.38,-4.22,-0.55,-2.92,0.894
2022-02-25,82.23,91.41,86.5,,51.32,46.83,-17.17,-26.01,2.3,2.04,-5.51,0.82,-2.57,1.08,-2.86,-1.224
2022-02-26,82.0,91.41,86.5,,39.22,46.83,-17.4,-26.01,-0.28,5.47,-5.64,0.82,-2.57,1.08,-2.86,-1.258
2022-02-27,79.08,91.41,86.5,,44.99,47.21,-20.35,-26.01,-3.57,-1.51,-11.09,1.86,-2.57,2.34,-2.86,-2.751
2022-02-28,90.58,91.19,86.85,,108.69,69.43,-8.77,-26.01,14.54,15.81,-1.48,3.51,-2.45,5.48,-1.89,0.061
2022-03-01,93.01,89.78,85.47,,108.71,70.02,-6.32,-26.01,2.69,15.71,0.54,0.41,-4.76,0.44,-4.66,0.412
2022-03-02,92.11,91.45,86.86,,112.7,70.1,-7.23,-26.01,-0.97,12.01,-0.94,0.04,-4.37,0.42,-5.1,0.16
2022-03-03,89.02,90.97,85.51,,119.36,70.84,-10.34,-26.01,-3.35,8.56,-2.56,-0.48,-3.12,-1.14,-4.57,-0.114
2022-03-04,82.07,90.25,84.09,,134.37,75.34,-17.34,-26.01,-7.81,3.79,-7.71,-1.27,-2.03,-2.78,-3.46,-0.927
2022-03-05,82.62,90.25,84.09,,64.2,75.41,-16.78,-26.01,0.67,-8.78,-6.73,-1.03,-2.03,-3.18,-3.46,-0.758
2022-03-06,80.57,90.25,84.09,,50.74,75.82,-18.85,-26.01,-2.49,-13.38,-8.95,0.53,-2.03,-1.62,-3.46,-1.13
2022-03-07,79.82,87.59,81.04,,50.83,75.7,-19.61,-26.01,-0.93,-13.35,-10.63,-4.23,-4.56,-6.7,-6.96,-1.426
2022-03-08,81.23,86.95,80.82,,59.5,73.89,-18.18,-26.01,1.77,-8.75,-13.1,-4.42,-6.72,-5.48,-9.51,-1.931
2022-03-09,88.04,89.19,83.72,,66.36,80.01,-11.33,-26.01,8.38,7.27,-4.5,-1.18,-4.41,-0.43,-6.15,-0.32
2022-03-10,82.7,88.8,82.93,,85.88,78.12,-16.7,-26.01,-6.06,0.09,-2.71,-1.6,-2.76,-1.38,-4.28,-0.063
2022-03-11,81.35,87.65,81.12,,84.44,78.21,-18.06,-26.01,-1.63,0.98,-3.09,-2.88,-3.32,-3.53,-5.2,-0.121
2022-03-12,81.58,87.65,81.12,,83.75,78.21,-17.83,-26.01,0.28,2.21,-3.04,0.08,-3.32,0.1,-5.2,-0.113
2022-03-13,79.37,87.65,81.12,,85.65,77.37,-20.06,-26.01,-2.71,-2.29,-1.51,0.81,-3.32,0.38,-5.2,0.119
2022-03-14,83.18,87.0,79.46,,63.61,77.91,-16.22,-26.01,4.8,-5.52,6.99,-2.45,-4.04,-5.09,-7.14,1.401
2022-03-15,82.49,88.86,81.78,,46.15,77.33,-16.91,-26.01,-0.83,-0.25,2.75,0.07,-0.98,-1.38,-3.24,0.777
2022-03-16,86.28,90.85,84.87,,53.06,78.02,-13.1,-26.01,4.59,6.05,10.32,3.65,3.13,4.61,3.06,1.873
2022-03-17,85.88,91.98,85.99,,54.16,77.67,-13.5,-26.01,-0.47,5.26,6.83,4.93,2.87,6.0,1.05,1.38
2022-03-18,87.66,93.05,87.75,,42.47,77.61,-11.71,-26.01,2.08,10.44,6.6,6.16,1.79,8.18,1.45,1.346
2022-03-19,88.47,93.05,87.75,,34.77,77.59,-10.89,-26.01,0.93,6.36,7.89,6.95,1.79,10.43,1.45,1.534
2022-03-20,86.5,93.05,87.75,,40.98,76.84,-12.88,-26.01,-2.23,4.85,9.38,4.71,1.79,7.3,1.45,1.757
2022-03-21,86.14,93.01,87.4,,25.79,57.54,-13.24,-26.01,-0.41,-0.16,-4.9,2.37,1.99,2.99,0.63,-0.772
2022-03-22,88.83,94.06,89.11,,33.34,57.83,-10.53,-26.01,3.12,3.44,-4.5,2.27,4.77,3.63,4.26,-0.679
2022-03-23,89.95,92.9,87.94,,31.67,57.95,-9.4,-26.01,1.26,2.61,-2.35,-0.15,1.59,0.21,1.24,-0.216
2022-03-24,92.19,94.24,89.64,,34.7,57.28,-7.15,-26.01,2.49,4.2,3.55,1.28,3.59,2.14,4.83,1.006
2022-03-25,93.0,94.71,89.49,,22.01,49.27,-6.33,-26.01,0.88,7.52,13.31,1.79,4.95,1.98,6.43,3.285
2022-03-26,93.32,94.71,89.49,,18.28,49.28,-6.01,-26.01,0.34,8.33,12.94,1.84,4.95,2.39,6.43,3.204
2022-03-27,98.18,94.71,89.49,,30.84,50.36,-1.11,-26.01,5.21,10.53,21.86,0.7,4.95,0.43,6.43,4.971
2022-03-28,98.83,95.39,90.67,,32.07,49.89,-0.46,-26.01,0.66,9.87,23.82,2.68,8.91,3.11,11.88,5.4
2022-03-29,99.54,96.56,92.34,,32.54,49.84,0.0,-26.01,0.72,7.97,22.53,2.47,11.05,3.01,14.26,5.151
2022-03-30,98.69,95.95,91.22,,36.86,42.36,-0.85,-26.01,-0.85,6.12,12.1,1.31,7.59,1.93,8.95,3.446
2022-03-31,95.5,94.45,89.82,,48.98,37.64,-4.06,-26.01,-3.24,2.33,15.47,-0.28,6.36,0.36,8.31,4.779
2022-04-01,97.05,94.77,90.08,,30.31,36.77,-2.49,-26.01,1.63,-1.15,19.3,0.06,8.12,0.65,11.04,5.956
2022-04-02,96.19,94.77,90.08,,29.48,37.23,-3.36,-26.01,-0.89,-2.67,17.9,-0.65,8.12,-0.65,11.04,5.505
2022-04-03,97.41,94.77,90.08,,31.18,34.97,-2.13,-26.01,1.27,-2.13,22.73,-1.85,8.12,-2.45,11.04,7.228
2022-04-04,97.77,95.54,91.79,,31.3,32.16,-1.78,-26.01,0.36,-0.93,17.54,-0.43,9.81,0.63,15.51,6.204
2022-04-05,95.53,94.34,89.71,,25.65,33.46,-4.02,-26.01,-2.29,0.04,15.8,-0.12,6.16,-0.11,9.7,5.439
2022-04-06,90.61,93.42,87.72,,40.01,36.19,-8.97,-26.01,-5.16,-6.64,5.01,-1.42,2.83,-2.61,3.37,1.797
